mouse_symbol,human_symbol,source,confidence
ATP6V1B1,ATP6V1B1,HCOP,12
ATP6V1B2,ATP6V1B2,HCOP,12
ATP6V1C1,ATP6V1C1,HCOP,12
ATP6V1C2,ATP6V1C2,HCOP,12
ATP6V1D,ATP6V1D,HCOP,12
ATP6V1E1,ATP6V1E1,HCOP,12
ATP6V1E2,ATP6V1E2,HCOP,12
ATP6V1F,ATP6V1F,HCOP,12
ATP6V1G3,ATP6V1G3,HCOP,12
ATP6V1H,ATP6V1H,HCOP,12
ATP8B3,ATP8B3,HCOP,12
ATP8B4,ATP8B4,HCOP,12
ATP9A,ATP9A,HCOP,12
ATP9B,ATP9B,HCOP,12
ATPAF2,ATPAF2,HCOP,12
ATPSCKMT,ATPSCKMT,HCOP,12
ATR,ATR,HCOP,12
ATRNL1,ATRNL1,HCOP,12
ATXN1,ATXN1,HCOP,12
ATXN10,ATXN10,HCOP,12
ATXN1L,ATXN1L,HCOP,12
ATXN2L,ATXN2L,HCOP,12
ATXN7L3,ATXN7L3,HCOP,12
ATXN7L3B,ATXN7L3B,HCOP,12
AU021092,C16ORF89,HCOP,12
AU022252,C1ORF50,HCOP,12
AU040320,KIAA0319L,HCOP,12
AUH,AUH,HCOP,12
AUNIP,AUNIP,HCOP,12
AUP1,AUP1,HCOP,12
AVL9,AVL9,HCOP,12
AVP,AVP,HCOP,12
AVPI1,AVPI1,HCOP,12
AVPR1A,AVPR1A,HCOP,12
AVPR1B,AVPR1B,HCOP,12
AW554918,KIAA1328,HCOP,12
AWAT2,AWAT2,HCOP,12
AZI2,AZI2,HCOP,12
AZIN1,AZIN1,HCOP,12
AZIN2,AZIN2,HCOP,12
B230219D22RIK,C5ORF24,HCOP,12
B3GALNT1,B3GALNT1,HCOP,12
B3GALNT2,B3GALNT2,HCOP,12
B3GALT2,B3GALT2,HCOP,12
B3GALT5,B3GALT5,HCOP,12
B3GALT6,B3GALT6,HCOP,12
B3GAT3,B3GAT3,HCOP,12
B3GNT2,B3GNT2,HCOP,12
B3GNT5,B3GNT5,HCOP,12
B3GNT7,B3GNT7,HCOP,12
B3GNT8,B3GNT8,HCOP,12
B3GNT9,B3GNT9,HCOP,12
B3GNTL1,B3GNTL1,HCOP,12
B4GALNT1,B4GALNT1,HCOP,12
B4GALNT2,B4GALNT2,HCOP,12
B4GALNT3,B4GALNT3,HCOP,12
B4GALT1,B4GALT1,HCOP,12
B4GALT2,B4GALT2,HCOP,12
B4GALT3,B4GALT3,HCOP,12
B4GALT6,B4GALT6,HCOP,12
B4GALT7,B4GALT7,HCOP,12
B9D2,B9D2,HCOP,12
BAALC,BAALC,HCOP,12
BABAM1,BABAM1,HCOP,12
BACE1,BACE1,HCOP,12
BACE2,BACE2,HCOP,12
BACH1,BACH1,HCOP,12
BACH2,BACH2,HCOP,12
BAD,BAD,HCOP,12
BAG2,BAG2,HCOP,12
BAG4,BAG4,HCOP,12
BAG5,BAG5,HCOP,12
BAHD1,BAHD1,HCOP,12
BAIAP2,BAIAP2,HCOP,12
BAIAP2L1,BAIAP2L1,HCOP,12
BAIAP2L2,BAIAP2L2,HCOP,12
BANF1,BANF1,HCOP,12
BANF2,BANF2,HCOP,12
BANP,BANP,HCOP,12
BAP1,BAP1,HCOP,12
BARD1,BARD1,HCOP,12
BARHL1,BARHL1,HCOP,12
BARHL2,BARHL2,HCOP,12
BARX1,BARX1,HCOP,12
BARX2,BARX2,HCOP,12
BATF,BATF,HCOP,12
BATF2,BATF2,HCOP,12
BAZ1B,BAZ1B,HCOP,12
BAZ2A,BAZ2A,HCOP,12
BBLN,BBLN,HCOP,12
BBOX1,BBOX1,HCOP,12
BBS12,BBS12,HCOP,12
BBS2,BBS2,HCOP,12
BBS4,BBS4,HCOP,12
BBS5,BBS5,HCOP,12
BBS7,BBS7,HCOP,12
BBS9,BBS9,HCOP,12
BBX,BBX,HCOP,12
BC004004,C6ORF89,HCOP,12
BC005537,C6ORF62,HCOP,12
BC016579,C3ORF52,HCOP,12
BC028528,C1ORF54,HCOP,12
BC034090,KIAA1614,HCOP,12
BC051019,C11ORF16,HCOP,12
BCAM,BCAM,HCOP,12
BCAR3,BCAR3,HCOP,12
BCAS2,BCAS2,HCOP,12
BCAS3,BCAS3,HCOP,12
BCAT1,BCAT1,HCOP,12
BCAT2,BCAT2,HCOP,12
BCCIP,BCCIP,HCOP,12
BCKDHB,BCKDHB,HCOP,12
BCKDK,BCKDK,HCOP,12
BCL11A,BCL11A,HCOP,12
BCL11B,BCL11B,HCOP,12
BCL2L11,BCL2L11,HCOP,12
BCL2L12,BCL2L12,HCOP,12
BCL2L14,BCL2L14,HCOP,12
BCL2L15,BCL2L15,HCOP,12
BCL3,BCL3,HCOP,12
BCL6,BCL6,HCOP,12
BCL6B,BCL6B,HCOP,12
BCL7A,BCL7A,HCOP,12
BCL7B,BCL7B,HCOP,12
BCL7C,BCL7C,HCOP,12
BCL9,BCL9,HCOP,12
BCL9L,BCL9L,HCOP,12
BCLAF1,BCLAF1,HCOP,12
BCOR,BCOR,HCOP,12
BCS1L,BCS1L,HCOP,12
BDH2,BDH2,HCOP,12
BDKRB1,BDKRB1,HCOP,12
BDKRB2,BDKRB2,HCOP,12
BDNF,BDNF,HCOP,12
BECN1,BECN1,HCOP,12
BEND3,BEND3,HCOP,12
BEND4,BEND4,HCOP,12
BEND5,BEND5,HCOP,12
BEND6,BEND6,HCOP,12
BEST2,BEST2,HCOP,12
BEST3,BEST3,HCOP,12
BEX3,BEX3,HCOP,12
BEX4,BEX4,HCOP,12
BFSP1,BFSP1,HCOP,12
BFSP2,BFSP2,HCOP,12
BGN,BGN,HCOP,12
BHLHA15,BHLHA15,HCOP,12
BHLHE22,BHLHE22,HCOP,12
BHLHE23,BHLHE23,HCOP,12
BHLHE40,BHLHE40,HCOP,12
BHMT2,BHMT2,HCOP,12
BICC1,BICC1,HCOP,12
BICD2,BICD2,HCOP,12
BICDL1,BICDL1,HCOP,12
BICDL2,BICDL2,HCOP,12
BID,BID,HCOP,12
BIN1,BIN1,HCOP,12
BIN3,BIN3,HCOP,12
BLCAP,BLCAP,HCOP,12
BLM,BLM,HCOP,12
BLMH,BLMH,HCOP,12
BLOC1S2,BLOC1S2,HCOP,12
BLOC1S5,BLOC1S5,HCOP,12
BLOC1S6,BLOC1S6,HCOP,12
BLVRA,BLVRA,HCOP,12
BLVRB,BLVRB,HCOP,12
BLZF1,BLZF1,HCOP,12
BMAL2,BMAL2,HCOP,12
BMERB1,BMERB1,HCOP,12
BMF,BMF,HCOP,12
BMP10,BMP10,HCOP,12
BMP15,BMP15,HCOP,12
BMP3,BMP3,HCOP,12
BMP4,BMP4,HCOP,12
BMP6,BMP6,HCOP,12
BMP7,BMP7,HCOP,12
BMPER,BMPER,HCOP,12
BMPR1B,BMPR1B,HCOP,12
BMPR2,BMPR2,HCOP,12
BMS1,BMS1,HCOP,12
BMT2,BMT2,HCOP,12
BMX,BMX,HCOP,12
BNC1,BNC1,HCOP,12
BNIP1,BNIP1,HCOP,12
BNIP3L,BNIP3L,HCOP,12
BNIP5,BNIP5,HCOP,12
BNIPL,BNIPL,HCOP,12
BOK,BOK,HCOP,12
BOLA1,BOLA1,HCOP,12
BOLA3,BOLA3,HCOP,12
BORA,BORA,HCOP,12
BPGM,BPGM,HCOP,12
BPHL,BPHL,HCOP,12
BPI,BPI,HCOP,12
BPIFA3,BPIFA3,HCOP,12
BPIFB1,BPIFB1,HCOP,12
BPIFB2,BPIFB2,HCOP,12
BPIFB3,BPIFB3,HCOP,12
BPIFB4,BPIFB4,HCOP,12
BPTF,BPTF,HCOP,12
BRAP,BRAP,HCOP,12
BRAT1,BRAT1,HCOP,12
BRD7,BRD7,HCOP,12
BRD8,BRD8,HCOP,12
BRD9,BRD9,HCOP,12
BRF2,BRF2,HCOP,12
BRI3,BRI3,HCOP,12
BRI3BP,BRI3BP,HCOP,12
BRINP2,BRINP2,HCOP,12
BRINP3,BRINP3,HCOP,12
BRIP1,BRIP1,HCOP,12
BRIX1,BRIX1,HCOP,12
BRK1,BRK1,HCOP,12
BRME1,BRME1,HCOP,12
BRMS1,BRMS1,HCOP,12
BRMS1L,BRMS1L,HCOP,12
BROX,BROX,HCOP,12
BRS3,BRS3,HCOP,12
BRSK2,BRSK2,HCOP,12
BSDC1,BSDC1,HCOP,12
BSPH1,BSPH1,HCOP,12
BSPRY,BSPRY,HCOP,12
BST1,BST1,HCOP,12
BSX,BSX,HCOP,12
BTBD17,BTBD17,HCOP,12
BTBD6,BTBD6,HCOP,12
BTBD7,BTBD7,HCOP,12
BTBD9,BTBD9,HCOP,12
BTC,BTC,HCOP,12
BTD,BTD,HCOP,12
BTG2,BTG2,HCOP,12
BTK,BTK,HCOP,12
BUD13,BUD13,HCOP,12
BVES,BVES,HCOP,12
BYSL,BYSL,HCOP,12
BZW1,BZW1,HCOP,12
BZW2,BZW2,HCOP,12
C1D,C1D,HCOP,12
C1GALT1,C1GALT1,HCOP,12
C1GALT1C1,C1GALT1C1,HCOP,12
C1QBP,C1QBP,HCOP,12
C1QL2,C1QL2,HCOP,12
C1QL3,C1QL3,HCOP,12
C1QL4,C1QL4,HCOP,12
C1QTNF1,C1QTNF1,HCOP,12
C1QTNF12,C1QTNF12,HCOP,12
C1QTNF2,C1QTNF2,HCOP,12
C1QTNF4,C1QTNF4,HCOP,12
C1QTNF6,C1QTNF6,HCOP,12
C1RL,C1RL,HCOP,12
C2CD4C,C2CD4C,HCOP,12
C2CD4D,C2CD4D,HCOP,12
C2CD5,C2CD5,HCOP,12
C3AR1,C3AR1,HCOP,12
C6,C6,HCOP,12
C77080,NHSL3,HCOP,12
C8B,C8B,HCOP,12
C9ORF72,C9ORF72,HCOP,12
CAB39L,CAB39L,HCOP,12
CABCOCO1,CABCOCO1,HCOP,12
CABP2,CABP2,HCOP,12
CABP5,CABP5,HCOP,12
CABP7,CABP7,HCOP,12
CABS1,CABS1,HCOP,12
CACFD1,CACFD1,HCOP,12
CACHD1,CACHD1,HCOP,12
CACNA1A,CACNA1A,HCOP,12
CACNA1E,CACNA1E,HCOP,12
CACNA1S,CACNA1S,HCOP,12
CACNA2D1,CACNA2D1,HCOP,12
CACNA2D3,CACNA2D3,HCOP,12
CACNA2D4,CACNA2D4,HCOP,12
CACNB1,CACNB1,HCOP,12
CACNB4,CACNB4,HCOP,12
CACNG1,CACNG1,HCOP,12
CACNG2,CACNG2,HCOP,12
CACNG4,CACNG4,HCOP,12
CACNG5,CACNG5,HCOP,12
CACNG6,CACNG6,HCOP,12
CACTIN,CACTIN,HCOP,12
CACUL1,CACUL1,HCOP,12
CACYBP,CACYBP,HCOP,12
CAD,CAD,HCOP,12
CADM1,CADM1,HCOP,12
CADM3,CADM3,HCOP,12
CADM4,CADM4,HCOP,12
CALB1,CALB1,HCOP,12
CALB2,CALB2,HCOP,12
CALCOCO1,CALCOCO1,HCOP,12
CALCRL,CALCRL,HCOP,12
CALHM5,CALHM5,HCOP,12
CALHM6,CALHM6,HCOP,12
CALML3,CALML3,HCOP,12
CALML4,CALML4,HCOP,12
CALR,CALR,HCOP,12
CALU,CALU,HCOP,12
CAMK1,CAMK1,HCOP,12
CAMK1G,CAMK1G,HCOP,12
CAMK2N1,CAMK2N1,HCOP,12
CAMK4,CAMK4,HCOP,12
CAMKK1,CAMKK1,HCOP,12
CAMKMT,CAMKMT,HCOP,12
CAMKV,CAMKV,HCOP,12
CAML,CAMLG,HCOP,12
CAMSAP2,CAMSAP2,HCOP,12
CAMTA1,CAMTA1,HCOP,12
CAMTA2,CAMTA2,HCOP,12
CAND1,CAND1,HCOP,12
CANT1,CANT1,HCOP,12
CANX,CANX,HCOP,12
CAP2,CAP2,HCOP,12
CAPN1,CAPN1,HCOP,12
CAPN10,CAPN10,HCOP,12
CAPN11,CAPN11,HCOP,12
CAPN12,CAPN12,HCOP,12
CAPN13,CAPN13,HCOP,12
CAPN15,CAPN15,HCOP,12
CAPN2,CAPN2,HCOP,12
CAPN7,CAPN7,HCOP,12
CAPNS1,CAPNS1,HCOP,12
CAPNS2,CAPNS2,HCOP,12
CAPRIN1,CAPRIN1,HCOP,12
CAPSL,CAPSL,HCOP,12
CAPZA1,CAPZA1,HCOP,12
CAPZA2,CAPZA2,HCOP,12
CAPZA3,CAPZA3,HCOP,12
CAR10,CA10,HCOP,12
CAR11,CA11,HCOP,12
CAR12,CA12,HCOP,12
CAR13,CA13,HCOP,12
CAR14,CA14,HCOP,12
CAR2,CA2,HCOP,12
CAR3,CA3,HCOP,12
CAR5B,CA5B,HCOP,12
CAR7,CA7,HCOP,12
CAR8,CA8,HCOP,12
CAR9,CA9,HCOP,12
CARD10,CARD10,HCOP,12
CARD11,CARD11,HCOP,12
CARD14,CARD14,HCOP,12
CARD9,CARD9,HCOP,12
CARF,CARF,HCOP,12
CARM1,CARM1,HCOP,12
CARMIL1,CARMIL1,HCOP,12
CARMIL3,CARMIL3,HCOP,12
CARNMT1,CARNMT1,HCOP,12
CARNS1,CARNS1,HCOP,12
CARS1,CARS1,HCOP,12
CARS2,CARS2,HCOP,12
CARTPT,CARTPT,HCOP,12
CASC3,CASC3,HCOP,12
CASD1,CASD1,HCOP,12
CASK,CASK,HCOP,12
CASKIN1,CASKIN1,HCOP,12
CASP14,CASP14,HCOP,12
CASP2,CASP2,HCOP,12
CASP3,CASP3,HCOP,12
CASP6,CASP6,HCOP,12
CASP8,CASP8,HCOP,12
CASP9,CASP9,HCOP,12
CASS4,CASS4,HCOP,12
CAST,CAST,HCOP,12
CASTOR1,CASTOR1,HCOP,12
CATSPER1,CATSPER1,HCOP,12
CATSPER4,CATSPER4,HCOP,12
CATSPERB,CATSPERB,HCOP,12
CATSPERD,CATSPERD,HCOP,12
CAV2,CAV2,HCOP,12
CAV3,CAV3,HCOP,12
CAVIN1,CAVIN1,HCOP,12
CAVIN2,CAVIN2,HCOP,12
CAVIN3,CAVIN3,HCOP,12
CAVIN4,CAVIN4,HCOP,12
CBFA2T2,CBFA2T2,HCOP,12
CBFB,CBFB,HCOP,12
CBLL1,CBLL1,HCOP,12
CBLN1,CBLN1,HCOP,12
CBLN2,CBLN2,HCOP,12
CBLN3,CBLN3,HCOP,12
CBLN4,CBLN4,HCOP,12
CBR3,CBR3,HCOP,12
CBR4,CBR4,HCOP,12
CBX1,CBX1,HCOP,12
CBX5,CBX5,HCOP,12
CBX6,CBX6,HCOP,12
CBY1,CBY1,HCOP,12
CBY2,CBY2,HCOP,12
CC2D1A,CC2D1A,HCOP,12
CC2D1B,CC2D1B,HCOP,12
CCBE1,CCBE1,HCOP,12
CCDC102A,CCDC102A,HCOP,12
CCDC106,CCDC106,HCOP,12
CCDC107,CCDC107,HCOP,12
CCDC113,CCDC113,HCOP,12
CCDC116,CCDC116,HCOP,12
CCDC117,CCDC117,HCOP,12
CCDC12,CCDC12,HCOP,12
CCDC124,CCDC124,HCOP,12
CCDC126,CCDC126,HCOP,12
CCDC127,CCDC127,HCOP,12
CCDC134,CCDC134,HCOP,12
CCDC136,CCDC136,HCOP,12
CCDC137,CCDC137,HCOP,12
CCDC138,CCDC138,HCOP,12
CCDC14,CCDC14,HCOP,12
CCDC142,CCDC142,HCOP,12
CCDC148,CCDC148,HCOP,12
CCDC154,CCDC154,HCOP,12
CCDC157,CCDC157,HCOP,12
CCDC159,CCDC159,HCOP,12
CCDC160,CCDC160,HCOP,12
CCDC167,CCDC167,HCOP,12
CCDC169,CCDC169,HCOP,12
CCDC17,CCDC17,HCOP,12
CCDC172,CCDC172,HCOP,12
CCDC18,CCDC18,HCOP,12
CCDC181,CCDC181,HCOP,12
CCDC184,CCDC184,HCOP,12
CCDC190,CCDC190,HCOP,12
CCDC22,CCDC22,HCOP,12
CCDC25,CCDC25,HCOP,12
CCDC3,CCDC3,HCOP,12
CCDC32,CCDC32,HCOP,12
CCDC33,CCDC33,HCOP,12
CCDC34,CCDC34,HCOP,12
CCDC38,CCDC38,HCOP,12
CCDC42,CCDC42,HCOP,12
CCDC43,CCDC43,HCOP,12
CCDC47,CCDC47,HCOP,12
CCDC51,CCDC51,HCOP,12
CCDC54,CCDC54,HCOP,12
CCDC57,CCDC57,HCOP,12
CCDC59,CCDC59,HCOP,12
CCDC60,CCDC60,HCOP,12
CCDC65,CCDC65,HCOP,12
CCDC66,CCDC66,HCOP,12
CCDC68,CCDC68,HCOP,12
CCDC73,CCDC73,HCOP,12
CCDC77,CCDC77,HCOP,12
CCDC8,CCDC8,HCOP,12
CCDC80,CCDC80,HCOP,12
CCDC82,CCDC82,HCOP,12
CCDC83,CCDC83,HCOP,12
CCDC85A,CCDC85A,HCOP,12
CCDC85B,CCDC85B,HCOP,12
CCDC85C,CCDC85C,HCOP,12
CCDC86,CCDC86,HCOP,12
CCDC88A,CCDC88A,HCOP,12
CCDC88B,CCDC88B,HCOP,12
CCDC88C,CCDC88C,HCOP,12
CCDC89,CCDC89,HCOP,12
CCDC90B,CCDC90B,HCOP,12
CCDC92,CCDC92,HCOP,12
CCDC93,CCDC93,HCOP,12
CCDC97,CCDC97,HCOP,12
CCIN,CCIN,HCOP,12
CCK,CCK,HCOP,12
CCKAR,CCKAR,HCOP,12
CCKBR,CCKBR,HCOP,12
CCL20,CCL20,HCOP,12
CCL22,CCL22,HCOP,12
CCL28,CCL28,HCOP,12
CCM2,CCM2,HCOP,12
CCM2L,CCM2L,HCOP,12
CCN1,CCN1,HCOP,12
CCN3,CCN3,HCOP,12
CCN4,CCN4,HCOP,12
CCN5,CCN5,HCOP,12
CCNA1,CCNA1,HCOP,12
CCNB1,CCNB1,HCOP,12
CCNB1IP1,CCNB1IP1,HCOP,12
CCND2,CCND2,HCOP,12
CCND3,CCND3,HCOP,12
CCNDBP1,CCNDBP1,HCOP,12
CCNE1,CCNE1,HCOP,12
CCNE2,CCNE2,HCOP,12
CCNF,CCNF,HCOP,12
CCNG1,CCNG1,HCOP,12
CCNG2,CCNG2,HCOP,12
CCNH,CCNH,HCOP,12
CCNK,CCNK,HCOP,12
CCNL1,CCNL1,HCOP,12
CCNL2,CCNL2,HCOP,12
CCNO,CCNO,HCOP,12
CCNT2,CCNT2,HCOP,12
CCP110,CCP110,HCOP,12
CCPG1,CCPG1,HCOP,12
CCR6,CCR6,HCOP,12
CCR8,CCR8,HCOP,12
CCR9,CCR9,HCOP,12
CCRL2,CCRL2,HCOP,12
CCS,CCS,HCOP,12
CCSAP,CCSAP,HCOP,12
CCSER1,CCSER1,HCOP,12
CCT2,CCT2,HCOP,12
CCT3,CCT3,HCOP,12
CCT4,CCT4,HCOP,12
CCT5,CCT5,HCOP,12
CCT7,CCT7,HCOP,12
CCT8,CCT8,HCOP,12
CD101,CD101,HCOP,12
CD109,CD109,HCOP,12
CD14,CD14,HCOP,12
CD151,CD151,HCOP,12
CD164,CD164,HCOP,12
CD164L2,CD164L2,HCOP,12
CD2,CD2,HCOP,12
CD200,CD200,HCOP,12
CD207,CD207,HCOP,12
CD22,CD22,HCOP,12
CD226,CD226,HCOP,12
CD247,CD247,HCOP,12
CD248,CD248,HCOP,12
CD27,CD27,HCOP,12
CD274,CD274,HCOP,12
CD2BP2,CD2BP2,HCOP,12
CD300LG,CD300LG,HCOP,12
CD34,CD34,HCOP,12
CD36,CD36,HCOP,12
CD37,CD37,HCOP,12
CD38,CD38,HCOP,12
CD3D,CD3D,HCOP,12
CD3E,CD3E,HCOP,12
CD3G,CD3G,HCOP,12
CD4,CD4,HCOP,12
CD40,CD40,HCOP,12
CD40LG,CD40LG,HCOP,12
CD44,CD44,HCOP,12
CD46,CD46,HCOP,12
CD47,CD47,HCOP,12
CD48,CD48,HCOP,12
CD5,CD5,HCOP,12
CD69,CD69,HCOP,12
CD7,CD7,HCOP,12
CD70,CD70,HCOP,12
CD74,CD74,HCOP,12
CD79A,CD79A,HCOP,12
CD79B,CD79B,HCOP,12
CD80,CD80,HCOP,12
CD82,CD82,HCOP,12
CD83,CD83,HCOP,12
CD86,CD86,HCOP,12
CD8A,CD8A,HCOP,12
CD9,CD9,HCOP,12
CD93,CD93,HCOP,12
CD99L2,CD99L2,HCOP,12
CDA,CDA,HCOP,12
CDADC1,CDADC1,HCOP,12
CDAN1,CDAN1,HCOP,12
CDC123,CDC123,HCOP,12
CDC14A,CDC14A,HCOP,12
CDC14B,CDC14B,HCOP,12
CDC16,CDC16,HCOP,12
CDC20,CDC20,HCOP,12
CDC25A,CDC25A,HCOP,12
CDC25B,CDC25B,HCOP,12
CDC25C,CDC25C,HCOP,12
CDC26,CDC26,HCOP,12
CDC27,CDC27,HCOP,12
CDC37,CDC37,HCOP,12
CDC37L1,CDC37L1,HCOP,12
CDC40,CDC40,HCOP,12
CDC42BPA,CDC42BPA,HCOP,12
CDC42BPG,CDC42BPG,HCOP,12
CDC42EP1,CDC42EP1,HCOP,12
CDC42EP2,CDC42EP2,HCOP,12
CDC42EP3,CDC42EP3,HCOP,12
CDC42EP4,CDC42EP4,HCOP,12
CDC42EP5,CDC42EP5,HCOP,12
CDC42SE1,CDC42SE1,HCOP,12
CDC42SE2,CDC42SE2,HCOP,12
CDC45,CDC45,HCOP,12
CDC5L,CDC5L,HCOP,12
CDC6,CDC6,HCOP,12
CDC73,CDC73,HCOP,12
CDCA2,CDCA2,HCOP,12
CDCA4,CDCA4,HCOP,12
CDCA5,CDCA5,HCOP,12
CDCA7,CDCA7,HCOP,12
CDCA7L,CDCA7L,HCOP,12
CDCA8,CDCA8,HCOP,12
CDCP1,CDCP1,HCOP,12
CDCP2,CDCP2,HCOP,12
CDH1,CDH1,HCOP,12
CDH12,CDH12,HCOP,12
CDH16,CDH16,HCOP,12
CDH17,CDH17,HCOP,12
CDH20,CDH20,HCOP,12
CDH24,CDH24,HCOP,12
CDH26,CDH26,HCOP,12
CDH5,CDH5,HCOP,12
CDH7,CDH7,HCOP,12
CDH8,CDH8,HCOP,12
CDHR5,CDHR5,HCOP,12
CDIN1,CDIN1,HCOP,12
CDIP1,CDIP1,HCOP,12
CDK10,CDK10,HCOP,12
CDK12,CDK12,HCOP,12
CDK15,CDK15,HCOP,12
CDK16,CDK16,HCOP,12
CDK18,CDK18,HCOP,12
CDK20,CDK20,HCOP,12
CDK2AP2,CDK2AP2,HCOP,12
CDK4,CDK4,HCOP,12
CDK5,CDK5,HCOP,12
CDK5R1,CDK5R1,HCOP,12
CDK5RAP2,CDK5RAP2,HCOP,12
CDK7,CDK7,HCOP,12
CDK8,CDK8,HCOP,12
CDK9,CDK9,HCOP,12
CDKAL1,CDKAL1,HCOP,12
CDKL1,CDKL1,HCOP,12
CDKL2,CDKL2,HCOP,12
CDKN1A,CDKN1A,HCOP,12
CDKN2AIP,CDKN2AIP,HCOP,12
CDKN3,CDKN3,HCOP,12
CDNF,CDNF,HCOP,12
CDO1,CDO1,HCOP,12
CDPF1,CDPF1,HCOP,12
CDS1,CDS1,HCOP,12
CDS2,CDS2,HCOP,12
CDT1,CDT1,HCOP,12
CDV3,CDV3,HCOP,12
CDX1,CDX1,HCOP,12
CDX2,CDX2,HCOP,12
CDX4,CDX4,HCOP,12
CDYL,CDYL,HCOP,12
CEBPA,CEBPA,HCOP,12
CEBPB,CEBPB,HCOP,12
CEBPE,CEBPE,HCOP,12
CEBPG,CEBPG,HCOP,12
CEBPZ,CEBPZ,HCOP,12
CEL,CEL,HCOP,12
CELA1,CELA1,HCOP,12
CELF3,CELF3,HCOP,12
CELF4,CELF4,HCOP,12
CEMIP2,CEMIP2,HCOP,12
CENATAC,CENATAC,HCOP,12
CEND1,CEND1,HCOP,12
CENPB,CENPB,HCOP,12
CENPE,CENPE,HCOP,12
CENPH,CENPH,HCOP,12
CENPI,CENPI,HCOP,12
CENPK,CENPK,HCOP,12
CENPM,CENPM,HCOP,12
CENPN,CENPN,HCOP,12
CENPO,CENPO,HCOP,12
CENPP,CENPP,HCOP,12
CENPQ,CENPQ,HCOP,12
CENPT,CENPT,HCOP,12
CENPU,CENPU,HCOP,12
CENPV,CENPV,HCOP,12
CEP104,CEP104,HCOP,12
CEP120,CEP120,HCOP,12
CEP128,CEP128,HCOP,12
CEP135,CEP135,HCOP,12
CEP15,CEP15,HCOP,12
CEP162,CEP162,HCOP,12
CEP164,CEP164,HCOP,12
CEP170,CEP170,HCOP,12
CEP170B,CEP170B,HCOP,12
CEP19,CEP19,HCOP,12
CEP290,CEP290,HCOP,12
CEP295,CEP295,HCOP,12
CEP41,CEP41,HCOP,12
CEP43,CEP43,HCOP,12
CEP44,CEP44,HCOP,12
CEP55,CEP55,HCOP,12
CEP57,CEP57,HCOP,12
CEP57L1,CEP57L1,HCOP,12
CEP76,CEP76,HCOP,12
CEP78,CEP78,HCOP,12
CEP83,CEP83,HCOP,12
CEP85,CEP85,HCOP,12
CEP89,CEP89,HCOP,12
CEP97,CEP97,HCOP,12
CEPT1,CEPT1,HCOP,12
CER1,CER1,HCOP,12
CERCAM,CERCAM,HCOP,12
CERKL,CERKL,HCOP,12
CERS2,CERS2,HCOP,12
CERS3,CERS3,HCOP,12
CERS4,CERS4,HCOP,12
CERS6,CERS6,HCOP,12
CES5A,CES5A,HCOP,12
CETN1,CETN1,HCOP,12
CETN3,CETN3,HCOP,12
CFAP100,CFAP100,HCOP,12
CFAP119,CFAP119,HCOP,12
CFAP157,CFAP157,HCOP,12
CFAP20,CFAP20,HCOP,12
CFAP210,CFAP210,HCOP,12
CFAP221,CFAP221,HCOP,12
CFAP299,CFAP299,HCOP,12
CFAP300,CFAP300,HCOP,12
CFAP36,CFAP36,HCOP,12
CFAP45,CFAP45,HCOP,12
CFAP52,CFAP52,HCOP,12
CFAP57,CFAP57,HCOP,12
CFAP65,CFAP65,HCOP,12
CFAP95,CFAP95,HCOP,12
CFAP97,CFAP97,HCOP,12
CFAP97D1,CFAP97D1,HCOP,12
CFD,CFD,HCOP,12
CFDP1,CFDP1,HCOP,12
CFL1,CFL1,HCOP,12
CFL2,CFL2,HCOP,12
CFP,CFP,HCOP,12
CFTR,CFTR,HCOP,12
CGA,CGA,HCOP,12
CGGBP1,CGGBP1,HCOP,12
CGN,CGN,HCOP,12
CGREF1,CGREF1,HCOP,12
CGRRF1,CGRRF1,HCOP,12
CHAD,CHAD,HCOP,12
CHAF1A,CHAF1A,HCOP,12
CHAF1B,CHAF1B,HCOP,12
CHAMP1,CHAMP1,HCOP,12
CHCHD1,CHCHD1,HCOP,12
CHCHD10,CHCHD10,HCOP,12
CHCHD3,CHCHD3,HCOP,12
CHCHD5,CHCHD5,HCOP,12
CHCHD7,CHCHD7,HCOP,12
CHCT1,CHCT1,HCOP,12
CHD1L,CHD1L,HCOP,12
CHD5,CHD5,HCOP,12
CHD6,CHD6,HCOP,12
CHD7,CHD7,HCOP,12
CHD9,CHD9,HCOP,12
CHDH,CHDH,HCOP,12
CHEK1,CHEK1,HCOP,12
CHEK2,CHEK2,HCOP,12
CHERP,CHERP,HCOP,12
CHFR,CHFR,HCOP,12
CHGA,CHGA,HCOP,12
CHGB,CHGB,HCOP,12
CHI3L1,CHI3L1,HCOP,12
CHIC2,CHIC2,HCOP,12
CHID1,CHID1,HCOP,12
CHIT1,CHIT1,HCOP,12
CHKB,CHKB,HCOP,12
CHM,CHM,HCOP,12
CHMP2A,CHMP2A,HCOP,12
CHMP2B,CHMP2B,HCOP,12
CHMP4B,CHMP4B,HCOP,12
CHMP4C,CHMP4C,HCOP,12
CHMP5,CHMP5,HCOP,12
CHMP6,CHMP6,HCOP,12
CHMP7,CHMP7,HCOP,12
CHORDC1,CHORDC1,HCOP,12
CHP1,CHP1,HCOP,12
CHPF,CHPF,HCOP,12
CHPT1,CHPT1,HCOP,12
CHRAC1,CHRAC1,HCOP,12
CHRDL2,CHRDL2,HCOP,12
